name,room_numbers,address,price,usable_area,gross_floor_area,url,latitude,longitude
MONACO ONE・PHASE 1・TOWER 2B,Low Floor・FLAT A・3 Rooms,Kai Tak New Area,13.5M,548ft²,,https://hk.centanet.com/findproperty/en/detail/MONACO-ONE-PHASE-1-TOWER-2B_UGK705?theme=buy,22.3246084,114.1990482
BANYAN GARDEN・PHASE 1・TOWER 2,High Floor・2 Rooms,Four Little Dragons,7.9M,491ft²,647ft²,https://hk.centanet.com/findproperty/en/detail/BANYAN-GARDEN-PHASE-1-TOWER-2_MON853?theme=buy,,
HAWTHORN GARDEN,Middle Floor・FLAT A・3 Rooms・(1 Suite),Happy Valley,16.8M,808ft²,"1,078ft²",https://hk.centanet.com/findproperty/en/detail/HAWTHORN-GARDEN_TAL419?theme=buy,,
GRAND YOHO・Phase 1・TOWER 10,Low Floor・FLAT A・2 Rooms,Yuen Long Station,6.9M,539ft²,,https://hk.centanet.com/findproperty/en/detail/GRAND-YOHO-Phase-1-TOWER-10_CVX296?theme=buy,22.4460876,114.0347702
Monterey・Tower 6A,High Floor・FLAT E・1 Room,Tseung Kwan O,6.68M,372ft²,,https://hk.centanet.com/findproperty/en/detail/Monterey-Tower-6A_UHB261?theme=buy,22.3089111,114.2635572
ARTISAN HOUSE,High Floor・FLAT J・Studio,Sai Ying Pun,5.5M,221ft²,,https://hk.centanet.com/findproperty/en/detail/ARTISAN-HOUSE_LHO823?theme=buy,22.2875634,114.1417059
Hanford Garden,High Floor・2 Rooms,Tuen Mun South,4.4M,437ft²,554ft²,https://hk.centanet.com/findproperty/en/detail/Hanford-Garden_CHD122?theme=buy,22.3908295,113.9725126
OSCAR BY THE SEA・PHASE 2・BLOCK 5,Low Floor・FLAT C・2 Rooms,Hang Hau,6.6M,523ft²,695ft²,https://hk.centanet.com/findproperty/en/detail/OSCAR-BY-THE-SEA-PHASE-2-BLOCK-5_SAN686?theme=buy,22.3172623,114.2672828
La Cite Noble・Block 5,Low Floor・FLAT G・2 Rooms,Hang Hau,5.5M,377ft²,527ft²,https://hk.centanet.com/findproperty/en/detail/La-Cite-Noble-Block-5_SCC113?theme=buy,22.3172623,114.2672828
Ocean Pride・Phase 3A Ocean Supreme・Tower 5A,Low Floor・FLAT C・3 Rooms,Tsuen Wan West,15M,812ft²,,https://hk.centanet.com/findproperty/en/detail/Ocean-Pride-Phase-3A-Ocean-Supreme-Tower-5A_CYO221?theme=buy,22.3684317,114.109705
CLUNY PARK,Middle Floor・FLAT A・4 Rooms・(4 Suites),Mid-Levels West,75M,"2,286ft²",,https://hk.centanet.com/findproperty/en/detail/CLUNY-PARK_LJA200?theme=buy,22.2839605,114.1439586
TAIKOO SHING・Kao Shan Terrace,Middle Floor・FLAT F・3 Rooms,Taikoo Shing,8.89M,684ft²,779ft²,https://hk.centanet.com/findproperty/en/detail/TAIKOO-SHING-Kao-Shan-Terrace_DAC240?theme=buy,22.2865471,114.2189883
Imperial Cullinan・Tower 6B,Middle Floor・FLAT B・2 Rooms,Olympic Station,16.97M,667ft²,857ft²,https://hk.centanet.com/findproperty/en/detail/Imperial-Cullinan-Tower-6B_UAC369?theme=buy,,
Villa Lotto・BLOCK C (LANDWOOD COURT),Middle Floor・3 Rooms・(1 Suite),Happy Valley,23.8M,"1,116ft²","1,225ft²",https://hk.centanet.com/findproperty/en/detail/Villa-Lotto-BLOCK-C-(LANDWOOD-COURT)_TAG805?theme=buy,,
PO MING COURT・PO CHUNG HOUSE (BLOCK A),High Floor・FLAT 3・2 Rooms,Tseung Kwan O,5.28M,426ft²,,https://hk.centanet.com/findproperty/en/detail/PO-MING-COURT-PO-CHUNG-HOUSE-(BLOCK-A)_SBC311?theme=buy,22.3089111,114.2635572
SAM MUN TSAI ROAD,3 Rooms,Tai Po Luxury/Mid-levels,10M,"1,090ft²","1,338ft²",https://hk.centanet.com/findproperty/en/detail/SAM-MUN-TSAI-ROAD_AAC108?theme=buy,22.2816223,114.147865
PARK SIGNATURE・TOWER 7,2 Rooms,Shap Pat Heung,5.5M,511ft²,,https://hk.centanet.com/findproperty/en/detail/PARK-SIGNATURE-TOWER-7_CVP754?theme=buy,22.4274166,114.0347095
Bayview Garden・Block 1,Low Floor・FLAT A・3 Rooms,Belvedere,6M,610ft²,738ft²,https://hk.centanet.com/findproperty/en/detail/Bayview-Garden-Block-1_CAN346?theme=buy,,
Castello・Block 6,Low Floor・FLAT D・2 Rooms,Siu Lek Yuen,7.4M,547ft²,718ft²,https://hk.centanet.com/findproperty/en/detail/Castello-Block-6_EBO961?theme=buy,22.3833699,114.2139715
One．Artlane,Low Floor・FLAT F・1 Room,Sai Ying Pun,8.6M,301ft²,,https://hk.centanet.com/findproperty/en/detail/One-Artlane_LHP973?theme=buy,22.2875634,114.1417059
SCENEWAY GARDEN・BLOCK 13,FLAT H・3 Rooms,Lam Tin,13M,720ft²,910ft²,https://hk.centanet.com/findproperty/en/detail/SCENEWAY-GARDEN-BLOCK-13_SPJ054?theme=buy,22.3080199,114.2375638
THE WINGS・OCEAN WINGS・TOWER 1,Middle Floor・FLAT B・3 Rooms・(1 Suite),Tseung Kwan O,17.8M,873ft²,,https://hk.centanet.com/findproperty/en/detail/THE-WINGS-OCEAN-WINGS-TOWER-1_UEX892?theme=buy,22.3089111,114.2635572
Twin Peaks・Tower 2,Middle Floor・FLAT H・2 Rooms,Tseung Kwan O,8.8M,461ft²,,https://hk.centanet.com/findproperty/en/detail/Twin-Peaks-Tower-2_UEP228?theme=buy,22.3089111,114.2635572
High Point,Middle Floor・FLAT B・2 Rooms,Sham Shui Po,7.18M,498ft²,700ft²,https://hk.centanet.com/findproperty/en/detail/High-Point_MUI853?theme=buy,22.3285899,114.1602846
HENG FA CHUEN,3 Rooms,Heng Fa Chuen,8.29M,645ft²,766ft²,https://hk.centanet.com/findproperty/en/detail/HENG-FA-CHUEN_DGF805?theme=buy,,
OCEAN SHORES・Phase 3・TOWER 13,High Floor・FLAT H・2 Rooms,Tiu Keng Leng,8.98M,503ft²,677ft²,https://hk.centanet.com/findproperty/en/detail/OCEAN-SHORES-Phase-3-TOWER-13_SCF894?theme=buy,,
Metro Town・PHASE 1・Tower 2,Low Floor・FLAT C・3 Rooms,Tiu Keng Leng,10M,629ft²,843ft²,https://hk.centanet.com/findproperty/en/detail/Metro-Town-PHASE-1-Tower-2_SDL284?theme=buy,,
Mayfair By The Sea 8・Tower 2,Low Floor・3 Rooms,Pak Shek Kok,10.8M,682ft²,,https://hk.centanet.com/findproperty/en/detail/Mayfair-By-The-Sea-8-Tower-2_AUJ352?theme=buy,22.4280945,114.2082325
Mayfair By The Sea 8・Tower 2,Low Floor・3 Rooms,Pak Shek Kok,10.5M,680ft²,,https://hk.centanet.com/findproperty/en/detail/Mayfair-By-The-Sea-8-Tower-2_AUJ391?theme=buy,22.4280945,114.2082325
GRAND CENTRAL・PHASE 2・TOWER 5,Low Floor・FLAT D・2 Rooms,Kwun Tong,11.3M,593ft²,,https://hk.centanet.com/findproperty/en/detail/GRAND-CENTRAL-PHASE-2-TOWER-5_DUE883?theme=buy,22.3103686,114.2227035
One South Lane,Low Floor・FLAT 1・Studio,Shek Tong Tsui,4.88M,210ft²,,https://hk.centanet.com/findproperty/en/detail/One-South-Lane_LHK240?theme=buy,22.2863914,114.1338924
NO. 15 WESTERN STREET,Low Floor・FLAT B・1 Room,Sai Ying Pun,12M,340ft²,,https://hk.centanet.com/findproperty/en/detail/NO--15-WESTERN-STREET_LJD692?theme=buy,22.2875634,114.1417059
BELVEDERE GARDEN・PHASE 3・BLOCK 5,High Floor・FLAT E・3 Rooms・(1 Suite),Belvedere,8.28M,728ft²,846ft²,https://hk.centanet.com/findproperty/en/detail/BELVEDERE-GARDEN-PHASE-3-BLOCK-5_CAC609?theme=buy,,
OCEAN PRIDE・Phase 3・TOWER 6,High Floor・FLAT D・3 Rooms・(1 Suite),Tsuen Wan West,16M,771ft²,,https://hk.centanet.com/findproperty/en/detail/OCEAN-PRIDE-Phase-3-TOWER-6_CYQ828?theme=buy,22.3684317,114.109705
The Beaumount・Phase 1・Tower 2,Low Floor・FLAT F・2 Rooms,Lohas Park,6.1M,498ft²,657ft²,https://hk.centanet.com/findproperty/en/detail/The-Beaumount-Phase-1-Tower-2_UDA473?theme=buy,22.2944817,114.2702546
The Victoria Towers・TOWER 1,Middle Floor・FLAT B・3 Rooms・(1 Suite),Tsim Sha Tsui,22.8M,785ft²,"1,081ft²",https://hk.centanet.com/findproperty/en/detail/The-Victoria-Towers-TOWER-1_SVT136?theme=buy,22.2988123,114.1721746
Milan Place,Low Floor・FLAT C・2 Rooms,Sham Shui Po,4.18M,321ft²,,https://hk.centanet.com/findproperty/en/detail/Milan-Place_MNG809?theme=buy,22.3285899,114.1602846
The Met. Blossom・Tower 1,Low Floor・FLAT A06・1 Room,Ma On Shan,4.3M,283ft²,,https://hk.centanet.com/findproperty/en/detail/The-Met--Blossom-Tower-1_EMZ553?theme=buy,22.4276756,114.2402751
Symphony Bay・Villa Rhapsody・Block 13,4 Rooms,Sai Sha,13.8M,"1,285ft²","1,622ft²",https://hk.centanet.com/findproperty/en/detail/Symphony-Bay-Villa-Rhapsody-Block-13_MSO346?theme=buy,,
Century Link・PHASE 1・Tower 6B,Low Floor・FLAT 1・2 Rooms,Tung Chung Town Centre,6M,484ft²,,https://hk.centanet.com/findproperty/en/detail/Century-Link-PHASE-1-Tower-6B_FGZ503?theme=buy,22.2873743,113.9425086
Felicity Garden・BLOCK 2,Middle Floor・FLAT F・3 Rooms・(1 Suite),Sai Wan Ho,9.15M,652ft²,773ft²,https://hk.centanet.com/findproperty/en/detail/Felicity-Garden-BLOCK-2_DIN099?theme=buy,22.2824738,114.2227035
LOHAS PARK・PHASE 5A MALIBU・TOWER 1B,High Floor・FLAT C・2 Rooms,Lohas Park,8.7M,539ft²,,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-5A-MALIBU-TOWER-1B_UHE942?theme=buy,22.2944817,114.2702546
City One Shatin・Site 1・Block 12,High Floor・FLAT F・3 Rooms,City One Shatin,7.38M,484ft²,570ft²,https://hk.centanet.com/findproperty/en/detail/City-One-Shatin-Site-1-Block-12_EBA962?theme=buy,22.3867692,114.2026412
Mayfair By The Sea,FLAT C・1 Room,Pak Shek Kok,8.28M,635ft²,,https://hk.centanet.com/findproperty/en/detail/Mayfair-By-The-Sea_ASP826?theme=buy,22.4280945,114.2082325
De Novo・Tower H1,Low Floor・FLAT D・1 Room,Kai Tak New Area,8M,472ft²,,https://hk.centanet.com/findproperty/en/detail/De-Novo-Tower-H1_UGA359?theme=buy,22.3246084,114.1990482
NO. 15 WESTERN STREET,Low Floor・FLAT B・1 Room,Sai Ying Pun,9.8M,341ft²,,https://hk.centanet.com/findproperty/en/detail/NO--15-WESTERN-STREET_LJD684?theme=buy,22.2875634,114.1417059
Warrenwoods,Middle Floor・FLAT F・1 Room,Tai Hang,9.2M,398ft²,543ft²,https://hk.centanet.com/findproperty/en/detail/Warrenwoods_DNG615?theme=buy,22.2751881,114.1937244
NO. 8 ROYAL GREEN,High Floor・FLAT B・2 Rooms,Fanling,6.8M,464ft²,623ft²,https://hk.centanet.com/findproperty/en/detail/NO--8-ROYAL-GREEN_EPW143?theme=buy,22.4916829,114.1414685
Shining Heights,High Floor・FLAT C・4 Rooms,Tai Kok Tsui,28.8M,"1,504ft²","2,077ft²",https://hk.centanet.com/findproperty/en/detail/Shining-Heights_SYF469?theme=buy,22.3198474,114.1620857
Richland Court,High Floor・NO. 19・1 Room,Wan Chai,4.9M,262ft²,,https://hk.centanet.com/findproperty/en/detail/Richland-Court_TCP559?theme=buy,22.276022,114.1751471
SOUTH HORIZONS・PHASE 1・HOI SING COURT (BLOCK 1),High Floor・FLAT D・3 Rooms,South Horizons,9.5M,636ft²,773ft²,https://hk.centanet.com/findproperty/en/detail/SOUTH-HORIZONS-PHASE-1-HOI-SING-COURT-(BLOCK-1)_TJE240?theme=buy,22.243373,114.1476512
Chelsea Court・TOWER NORTH (B2),Low Floor・FLAT B・1 Room,Tsuen Wan West,5.4M,360ft²,496ft²,https://hk.centanet.com/findproperty/en/detail/Chelsea-Court-TOWER-NORTH-(B2)_CNB198?theme=buy,22.3684317,114.109705
PARK YOHO,High Floor・FLAT D・2 Rooms,Kam Tin,5.03M,545ft²,,https://hk.centanet.com/findproperty/en/detail/PARK-YOHO_GAA730?theme=buy,22.440058,114.0650077
Ontolo,High Floor・Studio,Pak Shek Kok,10.58M,781ft²,,https://hk.centanet.com/findproperty/en/detail/Ontolo_AUN997?theme=buy,22.4280945,114.2082325
Western Garden・Ivy Tower (Block 2),High Floor・2 Rooms,Sai Ying Pun,9.5M,532ft²,602ft²,https://hk.centanet.com/findproperty/en/detail/Western-Garden-Ivy-Tower-(Block-2)_LAF268?theme=buy,22.2875634,114.1417059
Palace Garden・BLOCK A,High Floor・FLAT A2・3 Rooms・(1 Suite),Ho Man Tin,22.8M,"1,367ft²","1,528ft²",https://hk.centanet.com/findproperty/en/detail/Palace-Garden-BLOCK-A_MGQ627?theme=buy,22.318507,114.1755339
THE VICTORIA TOWERS・TOWER 2,Low Floor・FLAT C・2 Rooms,Tsim Sha Tsui,10.5M,509ft²,783ft²,https://hk.centanet.com/findproperty/en/detail/THE-VICTORIA-TOWERS-TOWER-2_SVP223?theme=buy,22.2988123,114.1721746
PEAK ONE・Phase 1・BLOCK 7,High Floor・FLAT A・3 Rooms・(1 Suite),Sha Tin,22M,"1,060ft²","1,360ft²",https://hk.centanet.com/findproperty/en/detail/PEAK-ONE-Phase-1-BLOCK-7_ASC863?theme=buy,22.3771304,114.1974398
Liberte・BLOCK 1,Low Floor・FLAT C・2 Rooms,Four Little Dragons,8.5M,522ft²,689ft²,https://hk.centanet.com/findproperty/en/detail/Liberte-BLOCK-1_MOO525?theme=buy,,
OCEANAIRE・TOWER 2A,FLAT C・3 Rooms,Ma On Shan,8.9M,670ft²,881ft²,https://hk.centanet.com/findproperty/en/detail/OCEANAIRE-TOWER-2A_EMD655?theme=buy,22.4276756,114.2402751
CRYSTAL COURT,Middle Floor・FLAT E・3 Rooms・(1 Suite),Ho Man Tin,8.75M,712ft²,860ft²,https://hk.centanet.com/findproperty/en/detail/CRYSTAL-COURT_MGL497?theme=buy,22.318507,114.1755339
Lohas Park・Phase 7A Montara・Tower 2 (2B),Middle Floor・FLAT F・2 Rooms,Lohas Park,7.8M,450ft²,,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-Phase-7A-Montara-Tower-2-(2B)_UHJ923?theme=buy,22.2944817,114.2702546
One Kai Tak・II・Tower 5,Low Floor・FLAT J・2 Rooms,Kai Tak New Area,12M,561ft²,,https://hk.centanet.com/findproperty/en/detail/One-Kai-Tak-II-Tower-5_UGA514?theme=buy,22.3246084,114.1990482
VIBE CENTRO・TOWER 2B,FLAT D・1 Room,Kai Tak New Area,6.7M,306ft²,,https://hk.centanet.com/findproperty/en/detail/VIBE-CENTRO-TOWER-2B_UGB748?theme=buy,22.3246084,114.1990482
Greenwood Terrace・Block 23,Low Floor・FLAT C・3 Rooms,Fo Tan,15.8M,"1,143ft²","1,360ft²",https://hk.centanet.com/findproperty/en/detail/Greenwood-Terrace-Block-23_AGB256?theme=buy,22.3985709,114.1929428
The Met. Blossom・Tower 2,Middle Floor・FLAT B07・1 Room,Ma On Shan,5.88M,293ft²,,https://hk.centanet.com/findproperty/en/detail/The-Met--Blossom-Tower-2_EMZ357?theme=buy,22.4276756,114.2402751
Liberte・BLOCK 1,Middle Floor・FLAT H・2 Rooms,Four Little Dragons,7.68M,491ft²,647ft²,https://hk.centanet.com/findproperty/en/detail/Liberte-BLOCK-1_MOF700?theme=buy,,
Liberte・Block 6,High Floor・FLAT B・3 Rooms,Four Little Dragons,10.88M,607ft²,806ft²,https://hk.centanet.com/findproperty/en/detail/Liberte-Block-6_MOM716?theme=buy,,
Mei Foo Sun Chuen・PHASE 8・126-128 Broadway,Middle Floor・FLAT A NO. 126・2 Rooms,Mei Foo,7.4M,674ft²,898ft²,https://hk.centanet.com/findproperty/en/detail/Mei-Foo-Sun-Chuen-PHASE-8-126-128-Broadway_MOD141?theme=buy,22.3366356,114.1402195
SEA PANORAMA COURT,Middle Floor・NO. 561-563・3 Rooms,Cheung Sha Wan,6M,434ft²,732ft²,https://hk.centanet.com/findproperty/en/detail/SEA-PANORAMA-COURT_MUC808?theme=buy,22.3358055,114.1494892
Nan Fung Sun Chuen・BLOCK 4,High Floor・FLAT B・2 Rooms,Quarry Bay,5.8M,391ft²,474ft²,https://hk.centanet.com/findproperty/en/detail/Nan-Fung-Sun-Chuen-BLOCK-4_DDQ224?theme=buy,22.2827206,114.2123009
Great George Building・BLOCK A-B,High Floor・FLAT B1・3 Rooms・(2 Suites),Causeway Bay,11.5M,856ft²,"1,150ft²",https://hk.centanet.com/findproperty/en/detail/Great-George-Building-BLOCK-A-B_TCD071?theme=buy,22.2859787,114.1914919
GREENPARK VILLA・BLOCK 5,2 Rooms,Fanling,4.75M,550ft²,642ft²,https://hk.centanet.com/findproperty/en/detail/GREENPARK-VILLA-BLOCK-5_ENQ897?theme=buy,22.4916829,114.1414685
The Regent・Tower 12,Low Floor・FLAT A・3 Rooms,Tai Po Luxury/Mid-levels,11.8M,593ft²,,https://hk.centanet.com/findproperty/en/detail/The-Regent-Tower-12_API182?theme=buy,22.2816223,114.147865
K. City・Tower 2,Low Floor・FLAT D・2 Rooms,Kai Tak New Area,10.3M,485ft²,,https://hk.centanet.com/findproperty/en/detail/K--City-Tower-2_UGC699?theme=buy,22.3246084,114.1990482
Lohas Park・PHASE 8 SEA TO SKY・Tower 2,Middle Floor・FLAT A・3 Rooms,Lohas Park,13.8M,817ft²,,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-PHASE-8-SEA-TO-SKY-Tower-2_UHO171?theme=buy,22.2944817,114.2702546
The Hermitage・Tower 6,Low Floor・FLAT B・Studio,Olympic Station,6M,301ft²,376ft²,https://hk.centanet.com/findproperty/en/detail/The-Hermitage-Tower-6_UAA465?theme=buy,,
AQUILA.SQUARE MILE,1 Room,Tai Kok Tsui,5.58M,258ft²,,https://hk.centanet.com/findproperty/en/detail/AQUILA-SQUARE-MILE_UIC739?theme=buy,22.3198474,114.1620857
Serenity Park,High Floor・2 Rooms,Tai Po Town Centre,5.8M,464ft²,610ft²,https://hk.centanet.com/findproperty/en/detail/Serenity-Park_AMN057?theme=buy,22.4423218,114.1655064
Tai Po Centre,Middle Floor・FLAT G・2 Rooms,Tai Po Town Centre,4.88M,407ft²,508ft²,https://hk.centanet.com/findproperty/en/detail/Tai-Po-Centre_AMT326?theme=buy,22.4423218,114.1655064
Greenview Terrace・BLOCK 2,Low Floor・FLAT H・3 Rooms・(2 Suites),Belvedere,16M,"1,408ft²",,https://hk.centanet.com/findproperty/en/detail/Greenview-Terrace-BLOCK-2_CAL055?theme=buy,,
BEL AIR HEIGHTS・BLOCK 1,FLAT G・3 Rooms,Diamond Hill,7.5M,581ft²,751ft²,https://hk.centanet.com/findproperty/en/detail/BEL-AIR-HEIGHTS-BLOCK-1_SJE618?theme=buy,,
Lohas Park・Phase 7A Montara・Tower 2 (2A),Low Floor・FLAT D・1 Room,Lohas Park,7M,363ft²,,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-Phase-7A-Montara-Tower-2-(2A)_UHK084?theme=buy,22.2944817,114.2702546
VILLA DORADA,House・4 Rooms・(1 Suite),Happy Valley,66M,"2,491ft²","3,100ft²",https://hk.centanet.com/findproperty/en/detail/VILLA-DORADA_TAH495?theme=buy,,
CULLINAN WEST・Phase 2A・TOWER 2A,High Floor・FLAT C・2 Rooms・(1 Suite),Nam Cheong Station,13.5M,534ft²,,https://hk.centanet.com/findproperty/en/detail/CULLINAN-WEST-Phase-2A-TOWER-2A_MXC100?theme=buy,22.3267772,114.1536799
Vianni Cove・Tower 2,Middle Floor・FLAT A・3 Rooms,Tin Shui Wai,8M,713ft²,946ft²,https://hk.centanet.com/findproperty/en/detail/Vianni-Cove-Tower-2_CKA861?theme=buy,22.4606419,114.0041996
GREENVILLE GARDENS・BLOCK D,3 Rooms,Mid-Levels East,25M,"1,210ft²","1,340ft²",https://hk.centanet.com/findproperty/en/detail/GREENVILLE-GARDENS-BLOCK-D_TAJ040?theme=buy,22.2816223,114.147865
Lions Rise・Tower 2,Middle Floor・FLAT B・3 Rooms,Wong Tai Sin,13M,651ft²,840ft²,https://hk.centanet.com/findproperty/en/detail/Lions-Rise-Tower-2_SFY384?theme=buy,22.3548115,114.1974398
TAIKOO SHING・KAO SHAN TERRACE・(T-18)  FU SHAN MANSION,2 Rooms,Taikoo Shing,8.5M,593ft²,691ft²,https://hk.centanet.com/findproperty/en/detail/TAIKOO-SHING-KAO-SHAN-TERRACE-(T-18)--FU-SHAN-MANSION_DAW401?theme=buy,22.2865471,114.2189883
Commune Modern・TOWER 1,Low Floor・FLAT B・2 Rooms,Fanling,6.38M,503ft²,,https://hk.centanet.com/findproperty/en/detail/Commune-Modern-TOWER-1_EUK751?theme=buy,22.4916829,114.1414685
Mei Foo Sun Chuen・Phase 3・6-8 Glee Path,Middle Floor・FLAT D NO. 8・3 Rooms,Mei Foo,7.2M,653ft²,,https://hk.centanet.com/findproperty/en/detail/Mei-Foo-Sun-Chuen-Phase-3-6-8-Glee-Path_MPE615?theme=buy,22.3366356,114.1402195
SORRENTO・Phase 1・BLOCK 3,High Floor・FLAT H・3 Rooms・(1 Suite),Kowloon Station,19.8M,755ft²,998ft²,https://hk.centanet.com/findproperty/en/detail/SORRENTO-Phase-1-BLOCK-3_SVN066?theme=buy,22.304306,114.161475
COASTAL SKYLINE・Phase 3 La Rossa・LA ROSSA B (TOWER 8),Middle Floor・FLAT A・3 Rooms・(1 Suite),Tung Chung Town Centre,9M,777ft²,"1,000ft²",https://hk.centanet.com/findproperty/en/detail/COASTAL-SKYLINE-Phase-3-La-Rossa-LA-ROSSA-B-(TOWER-8)_FGF704?theme=buy,22.2873743,113.9425086
BROADCAST DRIVE,FLAT C・3 Rooms,Kowloon Tong,8M,685ft²,,https://hk.centanet.com/findproperty/en/detail/BROADCAST-DRIVE_MCB280?theme=buy,22.3369319,114.1763367
Royal Peninsula・BLOCK 2,Studio,Whampoa,6M,370ft²,481ft²,https://hk.centanet.com/findproperty/en/detail/Royal-Peninsula-BLOCK-2_SGL596?theme=buy,1.3245132,103.8572252
Central Park Towers・PHASE 2 CENTRAL PARK TOWERS II・Tower 9,Low Floor・FLAT H・3 Rooms,Tin Shui Wai,6.8M,677ft²,926ft²,https://hk.centanet.com/findproperty/en/detail/Central-Park-Towers-PHASE-2-CENTRAL-PARK-TOWERS-II-Tower-9_CKU212?theme=buy,22.4606419,114.0041996
The Parcville・TOWER 13,3 Rooms・(1 Suite),Yuen Long Station,7.8M,693ft²,911ft²,https://hk.centanet.com/findproperty/en/detail/The-Parcville-TOWER-13_COG570?theme=buy,22.4460876,114.0347702
Oasis Kai Tak・TOWER 5,High Floor・FLAT A・2 Rooms,Kai Tak New Area,14M,508ft²,,https://hk.centanet.com/findproperty/en/detail/Oasis-Kai-Tak-TOWER-5_UGD805?theme=buy,22.3246084,114.1990482
BANYAN GARDEN・Phase 3・TOWER 5,High Floor・FLAT B・3 Rooms,Four Little Dragons,10.48M,611ft²,840ft²,https://hk.centanet.com/findproperty/en/detail/BANYAN-GARDEN-Phase-3-TOWER-5_MOI110?theme=buy,,
Beverly Villa・Block 10,Low Floor・FLAT D・3 Rooms,Kowloon Tong,19.8M,"1,212ft²","1,308ft²",https://hk.centanet.com/findproperty/en/detail/Beverly-Villa-Block-10_MCF459?theme=buy,22.3369319,114.1763367
The Cairnhill・Phase 1・Block 5,Middle Floor・FLAT C・3 Rooms,Tsuen Wan Mid-levels,11M,974ft²,"1,277ft²",https://hk.centanet.com/findproperty/en/detail/The-Cairnhill-Phase-1-Block-5_CMR319?theme=buy,22.3699122,114.1144306
Sheung Chui Court・Block C (Chui Ting House),Low Floor・FLAT 8・2 Rooms,Tsuen Wan Town Centre,5.3M,441ft²,,https://hk.centanet.com/findproperty/en/detail/Sheung-Chui-Court-Block-C-(Chui-Ting-House)_CYV550?theme=buy,22.3699122,114.1144306
The Belcher's・Phase 2・Tower 5,High Floor・FLAT E・3 Rooms,Mid-Levels West,29.8M,"1,111ft²","1,409ft²",https://hk.centanet.com/findproperty/en/detail/The-Belcher's-Phase-2-Tower-5_LBF418?theme=buy,22.2839605,114.1439586
Grand Promenade・Tower 2,Middle Floor・FLAT E・2 Rooms,Sai Wan Ho,11.5M,490ft²,687ft²,https://hk.centanet.com/findproperty/en/detail/Grand-Promenade-Tower-2_DKB680?theme=buy,22.2824738,114.2227035
The Regent,High Floor・2 Rooms,Tai Po Luxury/Mid-levels,8.28M,551ft²,,https://hk.centanet.com/findproperty/en/detail/The-Regent_APJ711?theme=buy,22.2816223,114.147865
Le Billionnaire,High Floor・FLAT B・4 Rooms,Wong Tai Sin,66M,"1,432ft²","1,843ft²",https://hk.centanet.com/findproperty/en/detail/Le-Billionnaire_UBL282?theme=buy,22.3548115,114.1974398
Winner Court・BLOCK 2,High Floor,Sai Ying Pun,16.2M,"1,005ft²","1,281ft²",https://hk.centanet.com/findproperty/en/detail/Winner-Court-BLOCK-2_LAO825?theme=buy,22.2875634,114.1417059
Bedford Gardens・(Block E) On Fook Court,High Floor・FLAT D・2 Rooms,North Point,5.1M,451ft²,565ft²,https://hk.centanet.com/findproperty/en/detail/Bedford-Gardens-(Block-E)-On-Fook-Court_DOY010?theme=buy,,
Greenview Garden・Block C,High Floor・FLAT 1・3 Rooms,Tai Wai,8.5M,689ft²,852ft²,https://hk.centanet.com/findproperty/en/detail/Greenview-Garden-Block-C_EBU876?theme=buy,22.375941,114.178626
THE ASTRO,Low Floor・FLAT D・1 Room,Cheung Sha Wan,4.5M,238ft²,,https://hk.centanet.com/findproperty/en/detail/THE-ASTRO_MXI768?theme=buy,22.3358055,114.1494892
Kornhill・BLOCK N (FLAT 1 - 8),High Floor・FLAT 8・2 Rooms,Kornhill,8.9M,490ft²,620ft²,https://hk.centanet.com/findproperty/en/detail/Kornhill-BLOCK-N-(FLAT-1---8)_DEG854?theme=buy,22.2828318,114.2160161
Chi Fu Fa Yuen・Fu On Yuen (Block H-3),High Floor・FLAT C・3 Rooms,Pok Fu Lam,12.8M,809ft²,"1,232ft²",https://hk.centanet.com/findproperty/en/detail/Chi-Fu-Fa-Yuen-Fu-On-Yuen-(Block-H-3)_TJM144?theme=buy,22.2679201,114.1290719
